arm,threads,concurrency,requests,errors,wall_s,req_per_s,watts,gpu_busy_med,gen_tok_s_agg,prompt_tok_s_agg,total_ms_p50,total_ms_p95,total_ms_p99,total_ms_mean,total_ms_max,ttft_ms_p50,ttft_ms_p95,ttft_ms_p99,ttft_ms_mean,ttft_ms_max,queue_ms_p50,queue_ms_p95,queue_ms_p99,queue_ms_mean,queue_ms_max,service_ms_p50,service_ms_p95,service_ms_p99,service_ms_mean,service_ms_max,chain_ms_p50,chain_ms_p95,chain_ms_p99,chain_ms_mean,chain_ms_max,lease_acquisitions,lease_immediate,lease_waited,lease_wait_ns,lease_hold_ns,lease_wait_max_ns,lease_hold_max_ns,lease_waiters_max,lease_wait_mean_us,lease_hold_mean_us,lease_contended_frac
chain-t6-c1,6,1,6,0,86.34,0.069,89.0,96,8.89,2.5,14243.26,15179.87,15179.87,14390.22,15179.87,428.98,430.61,430.61,429.1,430.61,3567.18,4503.03,4503.03,3714.95,4503.03,10675.98,10676.84,10676.84,10675.27,10676.84,14243.24,15179.83,15179.83,14390.19,15179.83,864,864,0,0,7708394814,0,175301327,0,0.0,8921.753,0.0
