arm,threads,concurrency,requests,errors,wall_s,req_per_s,watts,gpu_busy_med,gen_tok_s_agg,prompt_tok_s_agg,total_ms_p50,total_ms_p95,total_ms_p99,total_ms_mean,total_ms_max,ttft_ms_p50,ttft_ms_p95,ttft_ms_p99,ttft_ms_mean,ttft_ms_max,queue_ms_p50,queue_ms_p95,queue_ms_p99,queue_ms_mean,queue_ms_max,service_ms_p50,service_ms_p95,service_ms_p99,service_ms_mean,service_ms_max,chain_ms_p50,chain_ms_p95,chain_ms_p99,chain_ms_mean,chain_ms_max,lease_acquisitions,lease_immediate,lease_waited,lease_wait_ns,lease_hold_ns,lease_wait_max_ns,lease_hold_max_ns,lease_waiters_max,lease_wait_mean_us,lease_hold_mean_us,lease_contended_frac,verifier_ops,verifier_wall_s,verifier_ops_per_s,verifier_p50_ms,verifier_p95_ms,verifier_p99_ms,mix,C_n,C_total_ms_p50,C_total_ms_p95,C_total_ms_p99,C_total_ms_mean,C_total_ms_max,C_ttft_ms_p50,C_ttft_ms_p95,C_ttft_ms_p99,C_ttft_ms_mean,C_ttft_ms_max,C_queue_ms_p50,C_queue_ms_p95,C_queue_ms_p99,C_queue_ms_mean,C_queue_ms_max,CW_n,CW_total_ms_p50,CW_total_ms_p95,CW_total_ms_p99,CW_total_ms_mean,CW_total_ms_max,CW_ttft_ms_p50,CW_ttft_ms_p95,CW_ttft_ms_p99,CW_ttft_ms_mean,CW_ttft_ms_max,CW_queue_ms_p50,CW_queue_ms_p95,CW_queue_ms_p99,CW_queue_ms_mean,CW_queue_ms_max,CW_chain_ms_p50,CW_chain_ms_p95,CW_chain_ms_p99,CW_chain_ms_mean,CW_chain_ms_max
"mixed-t4-c2-[C:1,CW:1]",4,2,8,0,60.32,0.133,104.9,97,10.61,131.97,14967.08,22025.74,22025.74,13658.51,22025.74,3476.42,5660.66,5660.66,2660.2,5660.66,4217.84,9753.94,9753.94,3856.51,9753.94,10749.24,12271.8,12271.8,9802.0,12271.8,20977.45,22025.72,22025.72,19313.21,22025.72,1152,1152,0,0,12689142813,0,167450024,0,0.0,11014.881,0.0,73991,60.34,1226.2,0.766,1.102,1.732,"C:1,CW:1",4,9050.81,10638.38,10638.38,8003.78,10638.38,5383.11,5660.66,5660.66,4790.53,5660.66,51.07,463.24,463.24,131.58,463.24,4,20977.47,22025.74,22025.74,19313.23,22025.74,507.92,649.96,649.96,529.88,649.96,9073.88,9753.94,9753.94,7581.43,9753.94,20977.45,22025.72,22025.72,19313.21,22025.72
