arm,threads,concurrency,requests,errors,wall_s,req_per_s,watts,gpu_busy_med,gen_tok_s_agg,prompt_tok_s_agg,total_ms_p50,total_ms_p95,total_ms_p99,total_ms_mean,total_ms_max,ttft_ms_p50,ttft_ms_p95,ttft_ms_p99,ttft_ms_mean,ttft_ms_max,queue_ms_p50,queue_ms_p95,queue_ms_p99,queue_ms_mean,queue_ms_max,service_ms_p50,service_ms_p95,service_ms_p99,service_ms_mean,service_ms_max,chain_ms_p50,chain_ms_p95,chain_ms_p99,chain_ms_mean,chain_ms_max,lease_acquisitions,lease_immediate,lease_waited,lease_wait_ns,lease_hold_ns,lease_wait_max_ns,lease_hold_max_ns,lease_waiters_max,lease_wait_mean_us,lease_hold_mean_us,lease_contended_frac,verifier,mix,C_n,C_total_ms_p50,C_total_ms_p95,C_total_ms_p99,C_total_ms_mean,C_total_ms_max,C_ttft_ms_p50,C_ttft_ms_p95,C_ttft_ms_p99,C_ttft_ms_mean,C_ttft_ms_max,C_queue_ms_p50,C_queue_ms_p95,C_queue_ms_p99,C_queue_ms_mean,C_queue_ms_max,CW_n,CW_total_ms_p50,CW_total_ms_p95,CW_total_ms_p99,CW_total_ms_mean,CW_total_ms_max,CW_ttft_ms_p50,CW_ttft_ms_p95,CW_ttft_ms_p99,CW_ttft_ms_mean,CW_ttft_ms_max,CW_queue_ms_p50,CW_queue_ms_p95,CW_queue_ms_p99,CW_queue_ms_mean,CW_queue_ms_max,CW_chain_ms_p50,CW_chain_ms_p95,CW_chain_ms_p99,CW_chain_ms_mean,CW_chain_ms_max,W_n,W_total_ms_p50,W_total_ms_p95,W_total_ms_p99,W_total_ms_mean,W_total_ms_max,W_ttft_ms_p50,W_ttft_ms_p95,W_ttft_ms_p99,W_ttft_ms_mean,W_ttft_ms_max,W_queue_ms_p50,W_queue_ms_p95,W_queue_ms_p99,W_queue_ms_mean,W_queue_ms_max
"mixed-t6-c2-[C:1,CW:2,W:1]",6,2,8,0,60.75,0.132,111.1,99.0,13.7,67.69,15939.64,18992.14,18992.14,13841.87,18992.14,886.89,5745.96,5745.96,1829.26,5745.96,3764.79,6665.61,6665.61,2899.61,6665.61,12174.85,12405.35,12405.35,10942.26,12405.35,18799.69,18992.12,18992.12,18059.47,18992.12,896,896,0,0,8087656807,0,175946039,0,0.0,9026.403,0.0,no-output,"C:1,CW:2,W:1",2,8853.2,8853.2,8853.2,7769.84,8853.2,5745.96,5745.96,5745.96,5249.01,5745.96,8.71,8.71,8.71,6.02,8.71,4,18799.71,18992.14,18992.14,18059.49,18992.14,886.89,994.73,994.73,762.38,994.73,6394.36,6665.61,6665.61,5753.97,6665.61,18799.69,18992.12,18992.12,18059.47,18992.12,2,12109.51,12109.51,12109.51,11478.67,12109.51,644.42,644.42,644.42,543.27,644.42,84.49,84.49,84.49,84.47,84.49
