arm,threads,concurrency,requests,errors,wall_s,req_per_s,watts,gpu_busy_med,gen_tok_s_agg,prompt_tok_s_agg,total_ms_p50,total_ms_p95,total_ms_p99,total_ms_mean,total_ms_max,ttft_ms_p50,ttft_ms_p95,ttft_ms_p99,ttft_ms_mean,ttft_ms_max,queue_ms_p50,queue_ms_p95,queue_ms_p99,queue_ms_mean,queue_ms_max,service_ms_p50,service_ms_p95,service_ms_p99,service_ms_mean,service_ms_max,chain_ms_p50,chain_ms_p95,chain_ms_p99,chain_ms_mean,chain_ms_max,lease_acquisitions,lease_immediate,lease_waited,lease_wait_ns,lease_hold_ns,lease_wait_max_ns,lease_hold_max_ns,lease_waiters_max,lease_wait_mean_us,lease_hold_mean_us,lease_contended_frac,verifier,mix,C_n,C_total_ms_p50,C_total_ms_p95,C_total_ms_p99,C_total_ms_mean,C_total_ms_max,C_ttft_ms_p50,C_ttft_ms_p95,C_ttft_ms_p99,C_ttft_ms_mean,C_ttft_ms_max,C_queue_ms_p50,C_queue_ms_p95,C_queue_ms_p99,C_queue_ms_mean,C_queue_ms_max,CW_n,CW_total_ms_p50,CW_total_ms_p95,CW_total_ms_p99,CW_total_ms_mean,CW_total_ms_max,CW_ttft_ms_p50,CW_ttft_ms_p95,CW_ttft_ms_p99,CW_ttft_ms_mean,CW_ttft_ms_max,CW_queue_ms_p50,CW_queue_ms_p95,CW_queue_ms_p99,CW_queue_ms_mean,CW_queue_ms_max,CW_chain_ms_p50,CW_chain_ms_p95,CW_chain_ms_p99,CW_chain_ms_mean,CW_chain_ms_max
"mixed-t6-c2-[C:1,CW:1]",6,2,8,0,55.82,0.143,109.6,97.5,11.47,142.61,14413.83,21256.28,21256.28,12242.16,21256.28,2779.95,6729.85,6729.85,2610.23,6729.85,3669.61,8774.27,8774.27,3305.55,8774.27,10744.22,12482.01,12482.01,8936.61,12482.01,19735.41,21256.26,21256.26,18468.51,21256.26,1152,1152,0,0,12842747735,0,175946039,0,0.0,11148.219,0.0,no-output,"C:1,CW:1",4,6292.08,7672.58,7672.58,6015.78,7672.58,4646.9,6729.85,6729.85,4660.59,6729.85,17.6,34.73,34.73,16.01,34.73,4,19735.45,21256.28,21256.28,18468.53,21256.28,515.56,780.61,780.61,559.88,780.61,7652.52,8774.27,8774.27,6595.08,8774.27,19735.41,21256.26,21256.26,18468.51,21256.26
