arm,threads,concurrency,requests,errors,wall_s,req_per_s,watts,gpu_busy_med,gen_tok_s_agg,prompt_tok_s_agg,total_ms_p50,total_ms_p95,total_ms_p99,total_ms_mean,total_ms_max,ttft_ms_p50,ttft_ms_p95,ttft_ms_p99,ttft_ms_mean,ttft_ms_max,queue_ms_p50,queue_ms_p95,queue_ms_p99,queue_ms_mean,queue_ms_max,service_ms_p50,service_ms_p95,service_ms_p99,service_ms_mean,service_ms_max,chain_ms_p50,chain_ms_p95,chain_ms_p99,chain_ms_mean,chain_ms_max,lease_acquisitions,lease_immediate,lease_waited,lease_wait_ns,lease_hold_ns,lease_wait_max_ns,lease_hold_max_ns,lease_waiters_max,lease_wait_mean_us,lease_hold_mean_us,lease_contended_frac,verifier_ops,verifier_wall_s,verifier_ops_per_s,verifier_p50_ms,verifier_p95_ms,verifier_p99_ms,mix,C_n,C_total_ms_p50,C_total_ms_p95,C_total_ms_p99,C_total_ms_mean,C_total_ms_max,C_ttft_ms_p50,C_ttft_ms_p95,C_ttft_ms_p99,C_ttft_ms_mean,C_ttft_ms_max,C_queue_ms_p50,C_queue_ms_p95,C_queue_ms_p99,C_queue_ms_mean,C_queue_ms_max,CW_n,CW_total_ms_p50,CW_total_ms_p95,CW_total_ms_p99,CW_total_ms_mean,CW_total_ms_max,CW_ttft_ms_p50,CW_ttft_ms_p95,CW_ttft_ms_p99,CW_ttft_ms_mean,CW_ttft_ms_max,CW_queue_ms_p50,CW_queue_ms_p95,CW_queue_ms_p99,CW_queue_ms_mean,CW_queue_ms_max,CW_chain_ms_p50,CW_chain_ms_p95,CW_chain_ms_p99,CW_chain_ms_mean,CW_chain_ms_max
"mixed-t6-c2-[C:1,CW:1]",6,2,8,0,55.69,0.144,109.8,98.0,11.49,142.94,14414.85,21187.5,21187.5,12223.59,21187.5,2814.92,6739.86,6739.86,2599.82,6739.86,3661.25,8831.27,8831.27,3315.0,8831.27,10753.6,12356.23,12356.23,8908.58,12356.23,19742.88,21187.48,21187.48,18427.05,21187.48,1152,1152,0,0,12884758031,0,174939825,0,0.0,11184.686,0.0,67062,55.71,1203.9,0.781,1.114,1.722,"C:1,CW:1",4,6276.78,7672.49,7672.49,6020.1,7672.49,4647.42,6739.86,6739.86,4670.5,6739.86,18.78,33.58,33.58,15.82,33.58,4,19742.9,21187.5,21187.5,18427.08,21187.5,517.36,646.05,646.05,529.13,646.05,7653.3,8831.27,8831.27,6614.18,8831.27,19742.88,21187.48,21187.48,18427.05,21187.48
