arm,threads,concurrency,requests,errors,wall_s,req_per_s,watts,gpu_busy_med,gen_tok_s_agg,prompt_tok_s_agg,total_ms_p50,total_ms_p95,total_ms_p99,total_ms_mean,total_ms_max,ttft_ms_p50,ttft_ms_p95,ttft_ms_p99,ttft_ms_mean,ttft_ms_max,queue_ms_p50,queue_ms_p95,queue_ms_p99,queue_ms_mean,queue_ms_max,service_ms_p50,service_ms_p95,service_ms_p99,service_ms_mean,service_ms_max,chain_ms_p50,chain_ms_p95,chain_ms_p99,chain_ms_mean,chain_ms_max,lease_acquisitions,lease_immediate,lease_waited,lease_wait_ns,lease_hold_ns,lease_wait_max_ns,lease_hold_max_ns,lease_waiters_max,lease_wait_mean_us,lease_hold_mean_us,lease_contended_frac,verifier_ops,verifier_wall_s,verifier_ops_per_s,verifier_p50_ms,verifier_p95_ms,verifier_p99_ms,mix,C_n,C_total_ms_p50,C_total_ms_p95,C_total_ms_p99,C_total_ms_mean,C_total_ms_max,C_ttft_ms_p50,C_ttft_ms_p95,C_ttft_ms_p99,C_ttft_ms_mean,C_ttft_ms_max,C_queue_ms_p50,C_queue_ms_p95,C_queue_ms_p99,C_queue_ms_mean,C_queue_ms_max,CW_n,CW_total_ms_p50,CW_total_ms_p95,CW_total_ms_p99,CW_total_ms_mean,CW_total_ms_max,CW_ttft_ms_p50,CW_ttft_ms_p95,CW_ttft_ms_p99,CW_ttft_ms_mean,CW_ttft_ms_max,CW_queue_ms_p50,CW_queue_ms_p95,CW_queue_ms_p99,CW_queue_ms_mean,CW_queue_ms_max,CW_chain_ms_p50,CW_chain_ms_p95,CW_chain_ms_p99,CW_chain_ms_mean,CW_chain_ms_max,W_n,W_total_ms_p50,W_total_ms_p95,W_total_ms_p99,W_total_ms_mean,W_total_ms_max,W_ttft_ms_p50,W_ttft_ms_p95,W_ttft_ms_p99,W_ttft_ms_mean,W_ttft_ms_max,W_queue_ms_p50,W_queue_ms_p95,W_queue_ms_p99,W_queue_ms_mean,W_queue_ms_max
"soak-t8-c2-[C:1,CW:1,W:1]",8,2,150,0,904.0,0.166,115.7,95.0,15.93,111.73,12220.29,18135.47,18192.46,12052.72,18716.22,788.95,2755.89,2807.21,1449.87,5702.72,3.65,6038.69,6093.73,1997.11,6488.07,12096.44,12226.0,12231.4,10055.61,12231.92,18073.34,18180.7,18716.2,18078.11,18716.2,14688,14688,0,0,112364824270,0,170450383,0,0.0,7650.111,0.0,1130540,904.83,1249.5,0.755,0.936,1.247,"C:1,CW:1,W:1",50,5849.6,5959.6,6507.28,5860.66,6507.28,2722.59,2803.4,5702.72,2779.48,5702.72,3.64,4.34,52.16,4.63,52.16,50,18073.35,18180.73,18716.22,18078.13,18716.22,788.34,792.73,796.91,787.75,796.91,5974.11,6081.32,6488.07,5979.57,6488.07,18073.34,18180.7,18716.2,18078.11,18716.2,50,12220.29,12233.03,12298.47,12219.36,12298.47,785.46,792.24,798.05,782.37,798.05,1.68,2.37,272.06,7.13,272.06
