arm,threads,concurrency,requests,errors,wall_s,req_per_s,watts,gpu_busy_med,gen_tok_s_agg,prompt_tok_s_agg,total_ms_p50,total_ms_p95,total_ms_p99,total_ms_mean,total_ms_max,ttft_ms_p50,ttft_ms_p95,ttft_ms_p99,ttft_ms_mean,ttft_ms_max,queue_ms_p50,queue_ms_p95,queue_ms_p99,queue_ms_mean,queue_ms_max,service_ms_p50,service_ms_p95,service_ms_p99,service_ms_mean,service_ms_max,lease_acquisitions,lease_immediate,lease_waited,lease_wait_ns,lease_hold_ns,lease_wait_max_ns,lease_hold_max_ns,lease_waiters_max,lease_wait_mean_us,lease_hold_mean_us,lease_contended_frac
conc-t8-c1,8,1,12,0,35.41,0.339,93.7,0,10.84,662.19,2915.61,3443.82,3443.82,2950.78,3443.82,2370.85,2898.9,2898.9,2407.89,2898.9,3.31,7.5,7.5,3.55,7.5,2912.86,3436.32,3436.32,2947.23,3436.32,1760,1760,0,0,12842786050,0,21150684,0,0.0,7297.038,0.0
conc-t8-c2,8,2,12,0,33.45,0.359,99.2,0,11.48,700.9,5588.79,5603.88,5603.88,5574.19,5603.88,2470.49,4771.56,4771.56,2843.3,4771.56,27.67,2353.05,2353.05,791.99,2353.05,5546.69,5585.72,5585.72,4782.2,5585.72,1760,1760,0,0,12011079107,0,21150684,0,0.0,6824.477,0.0
conc-t8-c4,8,4,12,0,31.34,0.383,98.7,0,12.25,748.1,10476.43,14995.36,14995.36,10436.24,14995.36,2641.46,5023.58,5023.58,3342.63,5023.58,2325.26,4852.42,4852.42,1593.92,4852.42,10181.65,10565.9,10565.9,8842.31,10565.9,1760,1760,0,0,11010986380,0,21150684,0,0.0,6256.242,0.0
