arm,threads,concurrency,requests,errors,wall_s,req_per_s,watts,gpu_busy_med,gen_tok_s_agg,prompt_tok_s_agg,total_ms_p50,total_ms_p95,total_ms_p99,total_ms_mean,total_ms_max,ttft_ms_p50,ttft_ms_p95,ttft_ms_p99,ttft_ms_mean,ttft_ms_max,queue_ms_p50,queue_ms_p95,queue_ms_p99,queue_ms_mean,queue_ms_max,service_ms_p50,service_ms_p95,service_ms_p99,service_ms_mean,service_ms_max,chain_ms_p50,chain_ms_p95,chain_ms_p99,chain_ms_mean,chain_ms_max,lease_acquisitions,lease_immediate,lease_waited,lease_wait_ns,lease_hold_ns,lease_wait_max_ns,lease_hold_max_ns,lease_waiters_max,lease_wait_mean_us,lease_hold_mean_us,lease_contended_frac,verifier_ops,verifier_wall_s,verifier_ops_per_s,verifier_p50_ms,verifier_p95_ms,verifier_p99_ms,mix,C_n,C_total_ms_p50,C_total_ms_p95,C_total_ms_p99,C_total_ms_mean,C_total_ms_max,C_ttft_ms_p50,C_ttft_ms_p95,C_ttft_ms_p99,C_ttft_ms_mean,C_ttft_ms_max,C_queue_ms_p50,C_queue_ms_p95,C_queue_ms_p99,C_queue_ms_mean,C_queue_ms_max,CW_n,CW_total_ms_p50,CW_total_ms_p95,CW_total_ms_p99,CW_total_ms_mean,CW_total_ms_max,CW_ttft_ms_p50,CW_ttft_ms_p95,CW_ttft_ms_p99,CW_ttft_ms_mean,CW_ttft_ms_max,CW_queue_ms_p50,CW_queue_ms_p95,CW_queue_ms_p99,CW_queue_ms_mean,CW_queue_ms_max,CW_chain_ms_p50,CW_chain_ms_p95,CW_chain_ms_p99,CW_chain_ms_mean,CW_chain_ms_max,W_n,W_total_ms_p50,W_total_ms_p95,W_total_ms_p99,W_total_ms_mean,W_total_ms_max,W_ttft_ms_p50,W_ttft_ms_p95,W_ttft_ms_p99,W_ttft_ms_mean,W_ttft_ms_max,W_queue_ms_p50,W_queue_ms_p95,W_queue_ms_p99,W_queue_ms_mean,W_queue_ms_max
"soak-t8-c2-[C:1,CW:1,W:1]",8,2,150,0,905.04,0.166,43.2,95,15.91,111.6,12221.14,18156.95,18238.98,12066.56,18639.76,789.49,2765.79,2801.89,1426.36,3319.2,4.02,6107.37,6216.61,2013.13,6490.93,12094.83,12227.85,12251.26,10053.43,12264.81,18081.46,18200.8,18639.73,18100.66,18639.73,14688,14688,0,0,112215534682,0,158067992,0,0.0,7639.947,0.0,1129347,905.44,1247.3,0.756,0.938,1.254,"C:1,CW:1,W:1",50,5860.7,5973.97,6297.61,5878.45,6297.61,2727.79,2790.84,3319.2,2738.55,3319.2,4.02,4.64,56.01,5.03,56.01,50,18081.48,18200.81,18639.76,18100.68,18639.76,784.56,794.52,795.04,756.48,795.04,5994.27,6198.1,6490.93,6032.61,6490.93,18081.46,18200.8,18639.73,18100.66,18639.73,50,12221.14,12236.08,12266.79,12220.56,12266.79,785.7,792.78,796.5,784.04,796.5,1.77,1.98,2.0,1.75,2.0
