wall_ns,acquisitions,immediate,waited,wait_ns,hold_ns,wait_max_ns,hold_max_ns,waiters_now,waiters_max
1788210916673322573,11648,11648,0,0,81692590331,0,170221111,0,0
1788210917181335131,11680,11680,0,0,81905092428,0,170221111,0,0
1788210917665011353,11712,11712,0,0,82129251966,0,170221111,0,0
1788210918148330376,11744,11744,0,0,82346964389,0,170221111,0,0
1788210918716216994,11776,11776,0,0,82561914367,0,170221111,0,0
1788210919239552211,11808,11808,0,0,82784656930,0,170221111,0,0
1788210919733563128,11840,11840,0,0,83010507111,0,170221111,0,0
1788210920259376912,11872,11872,0,0,83235056142,0,170221111,0,0
1788210920743566550,11904,11904,0,0,83460152727,0,170221111,0,0
1788210921323376697,11936,11936,0,0,83675751829,0,170221111,0,0
1788210921810802278,11968,11968,0,0,83897352798,0,170221111,0,0
1788210922323305626,12000,12000,0,0,84117980555,0,170221111,0,0
1788210922815638284,12032,12032,0,0,84344342448,0,170221111,0,0
1788210924915523646,12064,12064,0,0,84557157573,0,170221111,0,0
1788210925429676196,12096,12096,0,0,84770432771,0,170221111,0,0
1788210925927737501,12128,12128,0,0,85005402572,0,170221111,0,0
1788210926410068867,12160,12160,0,0,85223944341,0,170221111,0,0
1788210926918768932,12192,12192,0,0,85442905542,0,170221111,0,0
1788210927496853497,12224,12224,0,0,85658253719,0,170221111,0,0
1788210927992759778,12256,12256,0,0,85884874882,0,170221111,0,0
1788210928504930274,12288,12288,0,0,86098174455,0,170221111,0,0
1788210928989386245,12320,12320,0,0,86322317713,0,170221111,0,0
1788210929567553932,12352,12352,0,0,86545121919,0,170221111,0,0
1788210930059964472,12384,12384,0,0,86764788300,0,170221111,0,0
1788210930577217790,12416,12416,0,0,86986943789,0,170221111,0,0
1788210931068375885,12448,12448,0,0,87213113726,0,170221111,0,0
1788210931576737607,12480,12480,0,0,87426029290,0,170221111,0,0
1788210932152685063,12512,12512,0,0,87645453120,0,170221111,0,0
1788210932636739287,12544,12544,0,0,87871675332,0,170221111,0,0
1788210933137606701,12576,12576,0,0,88096266408,0,170221111,0,0
1788210933657607482,12608,12608,0,0,88319050433,0,170221111,0,0
1788210934143576388,12640,12640,0,0,88543380286,0,170221111,0,0
1788210936655747301,12672,12672,0,0,88762825576,0,170221111,0,0
1788210937163390654,12704,12704,0,0,88977379988,0,170221111,0,0
1788210937649046196,12736,12736,0,0,89203836536,0,170221111,0,0
1788210938134037336,12768,12768,0,0,89424098123,0,170221111,0,0
1788210939264076385,12800,12800,0,0,89646643978,0,170221111,0,0
1788210939776034495,12832,12832,0,0,89867479533,0,170221111,0,0
1788210940271242528,12864,12864,0,0,90099509425,0,170221111,0,0
1788210940778998612,12896,12896,0,0,90314260164,0,170221111,0,0
1788210941263531624,12928,12928,0,0,90541141854,0,170221111,0,0
1788210942616237949,12960,12960,0,0,90757900776,0,170221111,0,0
1788210943079901611,12992,12992,0,0,90957099138,0,170221111,0,0
1788210943565190433,13024,13024,0,0,91156844022,0,170221111,0,0
1788210944027537986,13056,13056,0,0,91361497526,0,170221111,0,0
1788210945026563865,13088,13088,0,0,91569079365,0,170221111,0,0
1788210945497381257,13120,13120,0,0,91750890363,0,170221111,0,0
1788210945902740653,13152,13152,0,0,91914764206,0,170221111,0,0
1788210946303212501,13184,13184,0,0,92073924249,0,170221111,0,0
1788210946737820580,13216,13216,0,0,92234476814,0,170221111,0,0
