prompt,ub,threads,mode,tok_s,n_micro_batches,mb_pos,category,cpu_ms,npu_ms,count,span_ms,npu_eligible
2048,2048,15,hybrid,933.73,1,0,attention,593.29,0.0,30,2189.7,0
2048,2048,15,hybrid,933.73,1,0,ffn_up,163.29,197.17,30,2189.7,1
2048,2048,15,hybrid,933.73,1,0,ffn_down,159.71,198.98,30,2189.7,1
2048,2048,15,hybrid,933.73,1,0,ffn_gate,154.28,197.29,30,2189.7,1
2048,2048,15,hybrid,933.73,1,0,attn_out_proj,66.62,71.17,30,2189.7,1
2048,2048,15,hybrid,933.73,1,0,attn_q_proj,68.34,67.61,30,2189.7,1
2048,2048,15,hybrid,933.73,1,0,norm,86.44,0.0,121,2189.7,0
2048,2048,15,hybrid,933.73,1,0,ffn_activation,47.01,0.0,30,2189.7,0
2048,2048,15,hybrid,933.73,1,0,attn_k_proj,39.29,0.0,30,2189.7,0
2048,2048,15,hybrid,933.73,1,0,attn_v_proj,37.69,0.0,30,2189.7,0
2048,2048,15,hybrid,933.73,1,0,residual_add,15.84,0.0,60,2189.7,0
2048,2048,15,hybrid,933.73,1,0,rope,15.73,0.0,60,2189.7,0
2048,2048,15,hybrid,933.73,1,0,lm_head,5.56,0.0,1,2189.7,0
2048,2048,15,hybrid,933.73,1,0,kv_cache_write,2.69,0.0,60,2189.7,0
2048,2048,15,hybrid,933.73,1,0,embedding,0.3,0.0,3,2189.7,0
